timestamp,open,high,low,close,volume
2025-07-16 08:00:00,22886.0,22890.0,22883.0,22887.0,76
2025-07-16 08:05:00,22886.0,22891.0,22877.0,22878.0,88
2025-07-16 08:10:00,22878.0,22883.0,22874.0,22883.0,112
2025-07-16 08:15:00,22885.0,22889.0,22883.0,22888.0,92
2025-07-16 08:20:00,22888.0,22888.0,22880.0,22888.0,60
2025-07-16 08:25:00,22887.0,22887.0,22879.0,22883.0,57
2025-07-16 08:30:00,22882.0,22885.0,22875.0,22875.0,88
2025-07-16 08:35:00,22877.0,22877.0,22868.0,22872.0,234
2025-07-16 08:40:00,22870.0,22876.0,22868.0,22870.0,147
2025-07-16 08:45:00,22869.0,22882.0,22867.0,22877.0,129
2025-07-16 08:50:00,22877.0,22877.0,22874.0,22875.0,39
2025-07-16 08:55:00,22872.0,22872.0,22842.0,22848.0,847
2025-07-16 09:00:00,22848.0,22864.0,22838.0,22859.0,373
2025-07-16 09:05:00,22860.0,22867.0,22858.0,22860.0,120
2025-07-16 09:10:00,22859.0,22859.0,22844.0,22847.0,181
2025-07-16 09:15:00,22846.0,22848.0,22826.0,22845.0,580
2025-07-16 09:20:00,22843.0,22851.0,22840.0,22848.0,158
2025-07-16 09:25:00,22849.0,22854.0,22846.0,22854.0,102
2025-07-16 09:30:00,22853.0,22864.0,22852.0,22857.0,114
2025-07-16 09:35:00,22857.0,22865.0,22857.0,22864.0,78
2025-07-16 09:40:00,22864.0,22866.0,22856.0,22859.0,75
2025-07-16 09:45:00,22856.0,22863.0,22856.0,22862.0,32
2025-07-16 09:50:00,22860.0,22867.0,22858.0,22867.0,52
2025-07-16 09:55:00,22866.0,22875.0,22866.0,22873.0,155
2025-07-16 10:00:00,22873.0,22878.0,22869.0,22878.0,83
2025-07-16 10:05:00,22878.0,22882.0,22875.0,22882.0,106
2025-07-16 10:10:00,22881.0,22886.0,22877.0,22882.0,92
2025-07-16 10:15:00,22881.0,22887.0,22880.0,22887.0,85
2025-07-16 10:20:00,22887.0,22888.0,22881.0,22884.0,59
2025-07-16 10:25:00,22884.0,22886.0,22880.0,22880.0,33
2025-07-16 10:30:00,22880.0,22888.0,22879.0,22888.0,28
2025-07-16 10:35:00,22888.0,22888.0,22879.0,22884.0,56
2025-07-16 10:40:00,22883.0,22884.0,22878.0,22879.0,33
2025-07-16 10:45:00,22880.0,22883.0,22880.0,22883.0,22
2025-07-16 10:50:00,22883.0,22888.0,22873.0,22877.0,68
2025-07-16 10:55:00,22876.0,22877.0,22861.0,22862.0,122
2025-07-16 11:00:00,22863.0,22875.0,22850.0,22871.0,139
2025-07-16 11:05:00,22872.0,22873.0,22865.0,22867.0,27
2025-07-16 11:10:00,22866.0,22871.0,22866.0,22868.0,14
2025-07-16 11:15:00,22867.0,22867.0,22863.0,22864.0,17
2025-07-16 11:20:00,22865.0,22869.0,22858.0,22860.0,38
2025-07-16 11:25:00,22860.0,22865.0,22857.0,22860.0,49
2025-07-16 11:30:00,22861.0,22868.0,22860.0,22866.0,18
2025-07-16 11:35:00,22865.0,22868.0,22862.0,22868.0,35
2025-07-16 11:40:00,22869.0,22881.0,22868.0,22880.0,69
2025-07-16 11:45:00,22880.0,22880.0,22877.0,22877.0,22
2025-07-16 11:50:00,22880.0,22883.0,22867.0,22869.0,52
2025-07-16 11:55:00,22868.0,22875.0,22862.0,22864.0,43
2025-07-16 12:00:00,22864.0,22864.0,22849.0,22850.0,175
2025-07-16 12:05:00,22851.0,22856.0,22850.0,22856.0,19
2025-07-16 12:10:00,22857.0,22857.0,22855.0,22856.0,15
2025-07-16 12:15:00,22857.0,22858.0,22852.0,22852.0,39
2025-07-16 12:20:00,22854.0,22855.0,22851.0,22851.0,37
2025-07-16 12:25:00,22850.0,22858.0,22850.0,22858.0,43
2025-07-16 12:30:00,22857.0,22857.0,22848.0,22850.0,81
2025-07-16 12:35:00,22852.0,22852.0,22845.0,22851.0,56
2025-07-16 12:40:00,22850.0,22856.0,22850.0,22856.0,29
2025-07-16 12:45:00,22855.0,22859.0,22852.0,22854.0,47
2025-07-16 12:50:00,22856.0,22856.0,22850.0,22856.0,82
2025-07-16 12:55:00,22854.0,22858.0,22853.0,22858.0,79
2025-07-16 13:00:00,22859.0,22863.0,22857.0,22857.0,39
2025-07-16 16:45:00,22850.0,22880.0,22843.0,22879.0,1278
2025-07-16 16:50:00,22877.0,22888.0,22858.0,22888.0,973
2025-07-16 16:55:00,22885.0,22890.0,22866.0,22877.0,664
2025-07-16 17:00:00,22878.0,22898.0,22864.0,22898.0,1258
2025-07-16 17:05:00,22898.0,22938.0,22895.0,22926.0,1905
2025-07-16 17:10:00,22928.0,22959.0,22923.0,22950.0,1591
2025-07-16 17:15:00,22952.0,22988.0,22945.0,22945.0,2053
2025-07-16 17:20:00,22945.0,22983.0,22943.0,22944.0,1282
2025-07-16 17:25:00,22945.0,22977.0,22944.0,22971.0,808
2025-07-16 17:30:00,22970.0,22981.0,22957.0,22968.0,711
2025-07-16 17:35:00,22968.0,22980.0,22960.0,22977.0,502
2025-07-16 17:40:00,22975.0,23016.0,22970.0,23007.0,2101
2025-07-16 17:45:00,23007.0,23027.0,23003.0,23017.0,1164
2025-07-16 17:50:00,23017.0,23053.0,23017.0,23040.0,1464
2025-07-16 17:55:00,23038.0,23041.0,23021.0,23023.0,825
2025-07-16 18:00:00,23023.0,23046.0,23020.0,23021.0,521
2025-07-16 18:05:00,23021.0,23042.0,23021.0,23035.0,337
2025-07-16 18:10:00,23037.0,23043.0,23022.0,23026.0,368
2025-07-16 18:15:00,23028.0,23060.0,23025.0,23059.0,709
2025-07-16 18:20:00,23056.0,23084.0,23053.0,23078.0,1124
2025-07-16 18:25:00,23075.0,23085.0,23066.0,23085.0,440
2025-07-16 18:30:00,23085.0,23097.0,23070.0,23088.0,627
2025-07-16 18:35:00,23089.0,23097.0,23077.0,23086.0,427
2025-07-16 18:40:00,23088.0,23090.0,23074.0,23074.0,315
2025-07-16 18:45:00,23074.0,23085.0,23070.0,23084.0,320
2025-07-16 18:50:00,23085.0,23085.0,23056.0,23056.0,501
2025-07-16 18:55:00,23055.0,23059.0,23048.0,23056.0,603
2025-07-16 19:00:00,23057.0,23086.0,23056.0,23077.0,459
2025-07-16 19:05:00,23076.0,23087.0,23067.0,23084.0,229
2025-07-16 19:10:00,23087.0,23088.0,23076.0,23079.0,176
2025-07-16 19:15:00,23079.0,23084.0,23077.0,23084.0,136
2025-07-16 19:20:00,23083.0,23086.0,23081.0,23081.0,140
2025-07-16 19:25:00,23081.0,23088.0,23080.0,23086.0,112
2025-07-16 19:30:00,23085.0,23088.0,23081.0,23081.0,147
2025-07-16 19:35:00,23081.0,23085.0,23081.0,23081.0,107
2025-07-16 19:40:00,23082.0,23096.0,23082.0,23094.0,280
2025-07-16 19:45:00,23094.0,23095.0,23086.0,23088.0,237
2025-07-16 19:50:00,23087.0,23093.0,23087.0,23090.0,95
2025-07-16 19:55:00,23090.0,23094.0,23084.0,23089.0,163
2025-07-16 20:00:00,23090.0,23100.0,23089.0,23100.0,350
2025-07-16 20:05:00,23100.0,23114.0,23098.0,23111.0,767
2025-07-16 20:10:00,23110.0,23117.0,23096.0,23096.0,466
2025-07-16 20:15:00,23097.0,23102.0,23066.0,23072.0,658
2025-07-16 20:20:00,23070.0,23080.0,23058.0,23070.0,467
2025-07-16 20:25:00,23070.0,23073.0,23051.0,23069.0,473
2025-07-16 20:30:00,23069.0,23072.0,23061.0,23061.0,255
2025-07-16 20:35:00,23061.0,23070.0,23060.0,23067.0,211
2025-07-16 20:40:00,23066.0,23070.0,23057.0,23061.0,332
2025-07-16 20:45:00,23062.0,23063.0,23030.0,23048.0,898
2025-07-16 20:50:00,23045.0,23048.0,23030.0,23036.0,439
2025-07-16 20:55:00,23035.0,23065.0,23033.0,23060.0,492
2025-07-16 21:00:00,23058.0,23062.0,23036.0,23042.0,509
2025-07-16 21:05:00,23041.0,23059.0,23040.0,23055.0,337
2025-07-16 21:10:00,23056.0,23059.0,23051.0,23055.0,323
2025-07-16 21:15:00,23055.0,23057.0,23050.0,23052.0,634
2025-07-16 21:20:00,23052.0,23055.0,23045.0,23046.0,786
2025-07-16 21:25:00,23046.0,23050.0,23043.0,23047.0,1199
2025-07-16 21:30:00,23048.0,23050.0,22887.0,22910.0,896
2025-07-16 21:35:00,22909.0,22911.0,22901.0,22909.0,339
2025-07-16 21:40:00,22908.0,22920.0,22904.0,22917.0,578
2025-07-16 21:45:00,22918.0,22922.0,22915.0,22917.0,229
2025-07-16 23:00:00,22900.0,22921.0,22880.0,22898.0,1392
2025-07-16 23:05:00,22898.0,22900.0,22872.0,22877.0,1123
2025-07-16 23:10:00,22877.0,22878.0,22857.0,22878.0,1258
2025-07-16 23:15:00,22878.0,22882.0,22872.0,22877.0,592
2025-07-16 23:20:00,22877.0,22887.0,22876.0,22882.0,440
2025-07-16 23:25:00,22882.0,22883.0,22867.0,22871.0,516
2025-07-16 23:30:00,22871.0,22887.0,22870.0,22886.0,429
2025-07-16 23:35:00,22886.0,22893.0,22882.0,22890.0,635
2025-07-16 23:40:00,22890.0,22891.0,22880.0,22885.0,297
2025-07-16 23:45:00,22884.0,22885.0,22880.0,22880.0,198
2025-07-16 23:50:00,22881.0,22885.0,22878.0,22881.0,153
2025-07-16 23:55:00,22880.0,22883.0,22879.0,22881.0,149
2025-07-17 00:00:00,22882.0,22883.0,22876.0,22879.0,228
2025-07-17 00:05:00,22879.0,22881.0,22871.0,22880.0,223
2025-07-17 00:10:00,22880.0,22890.0,22880.0,22885.0,268
2025-07-17 00:15:00,22886.0,22886.0,22882.0,22885.0,109
2025-07-17 00:20:00,22884.0,22893.0,22884.0,22888.0,238
2025-07-17 00:25:00,22888.0,22890.0,22885.0,22889.0,135
2025-07-17 00:30:00,22888.0,22895.0,22887.0,22889.0,210
2025-07-17 00:35:00,22889.0,22912.0,22889.0,22910.0,621
2025-07-17 00:40:00,22910.0,22922.0,22909.0,22922.0,718
2025-07-17 00:45:00,22921.0,22925.0,22915.0,22917.0,559
2025-07-17 00:50:00,22917.0,22917.0,22901.0,22908.0,309
2025-07-17 00:55:00,22907.0,22911.0,22905.0,22906.0,189
2025-07-17 01:00:00,22906.0,22908.0,22898.0,22899.0,279
2025-07-17 01:05:00,22898.0,22899.0,22890.0,22896.0,381
2025-07-17 01:10:00,22897.0,22898.0,22893.0,22896.0,154
2025-07-17 01:15:00,22897.0,22897.0,22891.0,22893.0,193
2025-07-17 01:20:00,22892.0,22898.0,22886.0,22892.0,271
2025-07-17 01:25:00,22892.0,22896.0,22890.0,22892.0,89
2025-07-17 01:30:00,22893.0,22893.0,22880.0,22886.0,330
2025-07-17 01:35:00,22886.0,22886.0,22879.0,22884.0,223
2025-07-17 01:40:00,22885.0,22888.0,22880.0,22885.0,203
2025-07-17 01:45:00,22886.0,22886.0,22881.0,22884.0,131
2025-07-17 01:50:00,22885.0,22891.0,22885.0,22890.0,150
2025-07-17 01:55:00,22890.0,22902.0,22890.0,22899.0,318
2025-07-17 02:00:00,22900.0,22900.0,22893.0,22894.0,191
2025-07-17 02:05:00,22894.0,22896.0,22892.0,22895.0,80
2025-07-17 02:10:00,22894.0,22895.0,22891.0,22893.0,56
2025-07-17 02:15:00,22892.0,22895.0,22892.0,22892.0,72
2025-07-17 02:20:00,22892.0,22899.0,22892.0,22896.0,95
2025-07-17 02:25:00,22896.0,22901.0,22896.0,22896.0,122
2025-07-17 02:30:00,22896.0,22900.0,22892.0,22892.0,112
2025-07-17 02:35:00,22892.0,22895.0,22891.0,22894.0,77
2025-07-17 02:40:00,22895.0,22895.0,22885.0,22887.0,177
2025-07-17 02:45:00,22888.0,22902.0,22887.0,22901.0,191
2025-07-17 02:50:00,22900.0,22902.0,22897.0,22899.0,134
2025-07-17 02:55:00,22898.0,22902.0,22898.0,22902.0,90
2025-07-17 03:00:00,22901.0,22904.0,22895.0,22904.0,127
2025-07-17 03:05:00,22904.0,22908.0,22903.0,22904.0,170
2025-07-17 03:10:00,22904.0,22905.0,22900.0,22900.0,99
2025-07-17 03:15:00,22901.0,22906.0,22899.0,22905.0,74
2025-07-17 03:20:00,22905.0,22905.0,22902.0,22905.0,65
2025-07-17 03:25:00,22903.0,22907.0,22901.0,22904.0,135
2025-07-17 03:30:00,22904.0,22904.0,22897.0,22899.0,134
2025-07-17 03:35:00,22899.0,22905.0,22898.0,22902.0,87
2025-07-17 03:40:00,22900.0,22903.0,22897.0,22898.0,81
2025-07-17 03:45:00,22898.0,22900.0,22897.0,22897.0,62
2025-07-17 03:50:00,22897.0,22901.0,22897.0,22899.0,64
2025-07-17 03:55:00,22899.0,22909.0,22899.0,22909.0,132
2025-07-17 04:00:00,22907.0,22910.0,22902.0,22905.0,188
2025-07-17 04:05:00,22905.0,22911.0,22905.0,22905.0,125
2025-07-17 04:10:00,22906.0,22908.0,22903.0,22907.0,113
2025-07-17 04:15:00,22907.0,22912.0,22905.0,22909.0,159
2025-07-17 04:20:00,22908.0,22908.0,22901.0,22902.0,108
2025-07-17 04:25:00,22902.0,22905.0,22902.0,22905.0,67
2025-07-17 04:30:00,22905.0,22932.0,22903.0,22924.0,1052
2025-07-17 04:35:00,22924.0,22939.0,22920.0,22933.0,876
2025-07-17 04:40:00,22934.0,22945.0,22930.0,22942.0,918
2025-07-17 04:45:00,22942.0,22950.0,22935.0,22950.0,653
2025-07-17 04:50:00,22950.0,22950.0,22940.0,22940.0,308
2025-07-17 04:55:00,22940.0,22942.0,22926.0,22939.0,551
2025-07-17 05:00:00,22940.0,22945.0,22933.0,22933.0,317
2025-07-17 05:05:00,22933.0,22935.0,22929.0,22933.0,230
2025-07-17 05:10:00,22932.0,22945.0,22932.0,22943.0,244
2025-07-17 05:15:00,22943.0,22945.0,22938.0,22942.0,255
2025-07-17 05:20:00,22942.0,22942.0,22936.0,22938.0,133
2025-07-17 05:25:00,22938.0,22939.0,22930.0,22934.0,228
2025-07-17 05:30:00,22935.0,22948.0,22906.0,22915.0,1648
2025-07-17 05:35:00,22915.0,22919.0,22896.0,22912.0,1619
2025-07-17 05:40:00,22911.0,22913.0,22882.0,22894.0,1598
2025-07-17 05:45:00,22893.0,22908.0,22888.0,22899.0,715
2025-07-17 05:50:00,22900.0,22900.0,22869.0,22893.0,1703
2025-07-17 05:55:00,22893.0,22900.0,22887.0,22896.0,776
2025-07-17 06:00:00,22897.0,22900.0,22885.0,22900.0,518
2025-07-17 06:05:00,22900.0,22903.0,22881.0,22892.0,758
2025-07-17 06:10:00,22892.0,22905.0,22890.0,22897.0,549
2025-07-17 06:15:00,22898.0,22898.0,22869.0,22888.0,1209
2025-07-17 06:20:00,22888.0,22904.0,22879.0,22895.0,712
2025-07-17 06:25:00,22895.0,22904.0,22889.0,22894.0,328
2025-07-17 06:30:00,22894.0,22907.0,22892.0,22907.0,444
2025-07-17 06:35:00,22907.0,22907.0,22889.0,22898.0,294
2025-07-17 06:40:00,22896.0,22899.0,22885.0,22891.0,277
2025-07-17 06:45:00,22890.0,22900.0,22888.0,22895.0,153
2025-07-17 06:50:00,22897.0,22905.0,22895.0,22905.0,306
2025-07-17 06:55:00,22904.0,22906.0,22872.0,22885.0,1773
2025-07-17 07:00:00,22888.0,22905.0,22885.0,22904.0,384
2025-07-17 07:05:00,22903.0,22913.0,22901.0,22909.0,611
2025-07-17 07:10:00,22910.0,22922.0,22910.0,22919.0,848
2025-07-17 07:15:00,22919.0,22923.0,22876.0,22892.0,1836
2025-07-17 07:20:00,22891.0,22892.0,22861.0,22878.0,1842
2025-07-17 07:25:00,22877.0,22889.0,22860.0,22886.0,938
2025-07-17 07:30:00,22886.0,22894.0,22860.0,22861.0,1196
2025-07-17 07:35:00,22862.0,22864.0,22811.0,22825.0,3995
2025-07-17 07:40:00,22824.0,22870.0,22822.0,22869.0,1860
2025-07-17 07:45:00,22868.0,22883.0,22862.0,22868.0,1329
2025-07-17 07:50:00,22868.0,22878.0,22860.0,22870.0,450
