timestamp,open,high,low,close,volume
2025-07-16 08:00:00,22885.0,22890.0,22884.0,22887.0,50
2025-07-16 08:05:00,22889.0,22891.0,22878.0,22879.0,87
2025-07-16 08:10:00,22877.0,22885.0,22875.0,22885.0,72
2025-07-16 08:15:00,22886.0,22888.0,22881.0,22886.0,43
2025-07-16 08:20:00,22888.0,22888.0,22881.0,22887.0,44
2025-07-16 08:25:00,22886.0,22888.0,22879.0,22883.0,48
2025-07-16 08:30:00,22883.0,22884.0,22875.0,22877.0,91
2025-07-16 08:35:00,22876.0,22878.0,22867.0,22870.0,163
2025-07-16 08:40:00,22870.0,22876.0,22868.0,22870.0,52
2025-07-16 08:45:00,22870.0,22882.0,22868.0,22878.0,79
2025-07-16 08:50:00,22877.0,22878.0,22873.0,22875.0,38
2025-07-16 08:55:00,22873.0,22873.0,22841.0,22847.0,707
2025-07-16 09:00:00,22847.0,22862.0,22839.0,22859.0,253
2025-07-16 09:05:00,22858.0,22866.0,22858.0,22859.0,91
2025-07-16 09:10:00,22856.0,22858.0,22843.0,22843.0,171
2025-07-16 09:15:00,22843.0,22846.0,22825.0,22844.0,372
2025-07-16 09:20:00,22843.0,22849.0,22840.0,22845.0,102
2025-07-16 09:25:00,22848.0,22853.0,22845.0,22853.0,71
2025-07-16 09:30:00,22852.0,22862.0,22852.0,22858.0,137
2025-07-16 09:35:00,22857.0,22865.0,22857.0,22865.0,75
2025-07-16 09:40:00,22864.0,22866.0,22858.0,22858.0,53
2025-07-16 09:45:00,22859.0,22863.0,22859.0,22860.0,20
2025-07-16 09:50:00,22860.0,22867.0,22858.0,22867.0,31
2025-07-16 09:55:00,22867.0,22874.0,22867.0,22873.0,73
2025-07-16 10:00:00,22874.0,22878.0,22869.0,22878.0,66
2025-07-16 10:05:00,22878.0,22884.0,22874.0,22881.0,68
2025-07-16 10:10:00,22879.0,22885.0,22878.0,22882.0,129
2025-07-16 10:15:00,22882.0,22888.0,22880.0,22886.0,99
